28-Aug-06,148
7-Jun-09,137
19-Feb-10,129
20-Feb-10,149
6-May-10,147
5-Sep-10,126
7-Sep-10,89
23-Feb-12,144
25-Feb-12,112
27-Feb-12,124
26-Nov-15,146
27-Nov-15,169
30-Nov-15,154
7-Sep-16,139
5-May-19,173
28-Aug-20,0
30-Aug-20,195
1-Sep-20,190
