18-Sep-07,165
7-May-09,109
5-Feb-10,125
2-May-10,157
14-May-10,191
5-Jul-10,167
6-Jul-10,162
5-Sep-12,90
7-Sep-12,151
10-Sep-12,74
2-Oct-12,149
23-Mar-14,191
5-Oct-14,96
25-Mar-16,172
2-Jul-18,116
5-Jul-18,194
8-Jul-18,187
24-Oct-18,155
26-Oct-18,147
28-Oct-18,150
3-Nov-19,107
5-Nov-19,150
8-Nov-19,106
